comments_disabled,id,shortcode,taken_at_timestamp,display_url,is_video,location_id,location_name,location_slug,location_latlong,edge_media_to_caption.edges,edge_media_to_comment.count,dimensions.height,dimensions.width,edge_liked_by.count,edge_media_preview_like.count,owner.id,video_view_count
False,2396611959199665280,CFCeeEMjIyA,1599918430,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119112556_144816460619647_4040890867097701531_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=wrnc2b-cHF0AX_JGe7t&tp=1&oh=1ff8b990fe4063cb8974430f6f767d89&oe=605CCF16,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,3,3,283406266,
False,2396611818699086811,CFCecBWD9vb,1599918413,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119427530_359414175439612_2711635321384480199_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=104&_nc_ohc=SgGxlV3WiXYAX_d_0ko&tp=1&oh=63b72973e39df568a80e10e7ef7f792d&oe=605FD85E,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,6,6,283406266,
False,2396611486392541221,CFCeXL3DGAl,1599918374,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119101058_350801232953370_1796702369598517674_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=iFKVhM4tHsIAX-6z-Kt&tp=1&oh=654fafbfee61a8a6b2ec1c1b6adc2dd2&oe=605F5735,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,810,1080,1,1,283406266,
False,2396611306104579914,CFCeUj9DGdK,1599918352,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119135451_322592322351288_2956209250953513971_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=100&_nc_ohc=NHbxtQXz090AX9yZ43F&tp=1&oh=359e1483133d60100da6f8b24b3a0516&oe=605F4B18,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,2,2,283406266,
False,2396611042081657430,CFCeQuEDlJW,1599918321,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119132587_1279437649098758_6063582962268524392_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=nrxaeku3AZQAX8DZi51&tp=1&oh=5d578f85973b6bde72d2ed4cdab3dcf1&oe=605E25C2,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,1,1,283406266,
False,2396610862548542138,CFCeOG3DGK6,1599918299,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119065193_3244399452313989_7058519949692568773_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=wo9EM1JZ3o0AX9EHKxF&tp=1&oh=ea25a776ad536617b45ccb2a07816f37&oe=605E62FB,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,6,6,283406266,
False,2396610689047003607,CFCeLlRjQHX,1599918279,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118783601_1471503456369415_1083114234394289800_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=B1Q8tT4y8YgAX94zmOQ&tp=1&oh=c5ab3ba8525fb01ed205f5f2f148716a&oe=605EFFEC,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,6,6,283406266,
False,2396610542044996657,CFCeJcXjGQx,1599918261,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119122007_811113852955858_6634946761235160553_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=110&_nc_ohc=29k6Zfb4YYUAX-IEPnf&tp=1&oh=a4e0ee7c900e7744062406d506924c86&oe=605CE923,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1080,1080,5,5,283406266,
False,2396610391511437577,CFCeHQLDJEJ,1599918243,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119114733_318375112565563_3086126731796143259_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=oVPXnSKa6h4AX9dWZMD&tp=1&oh=ee14ff2300423a301e49d6b14337ad2c&oe=60602D85,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,2,2,283406266,
False,2396610234359419119,CFCeE90DxDv,1599918225,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119185478_328016705279858_1353111485558998054_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=67P31OqKgakAX-_zoVy&tp=1&oh=35ea7d4270fdd8b2597789d5742fdd8b&oe=605EE72D,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,1,1,283406266,
False,2396609968641812194,CFCeBGWDibi,1599918193,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119111255_966011940563469_8763881487222320880_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=q-gohiFA8owAX9zJp4O&tp=1&oh=392ed1768c35baeeb6ed046959a21609&oe=605F114B,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,1,1,283406266,
False,2396609769756341511,CFCd-NHjrUH,1599918169,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119161551_127937695365410_442768619165907081_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=63e5Tiaz0REAX8p34yU&tp=1&oh=d70232aa1c07c184dc240c1192d0f570&oe=605EB5AB,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Helmut Newton exhibition'}}],0,1350,1080,4,4,283406266,
False,2396543691484902348,CFCO8o7qTPM,1599910292,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119132512_316995409392867_8324631349170980445_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=103&_nc_ohc=KRcFvbydtz0AX9uA_-H&tp=1&oh=7f41f1b1008c213ee256992568c303a1&oe=605FEF8A,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Looking at #HelmutNewton’s works 📸\n\n#almuseoconpapà #gam #gamtorino #gamtorino2020 #helmutnewtonfoundation #helmutnewtoninspired #helmutnewtontribute #fotografiadimoda #fashionphotography #modernphotography'}}],6,1350,1080,150,150,202995986,
False,2396050154282921659,CFAeuumDa67,1599851458,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119167340_801696170664179_6940197705974948668_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=111&_nc_ohc=3ZHNCOISWXMAX-g4tQt&tp=1&oh=c191c6a4dc1f2e3833bc60bd8e920859&oe=605C9660,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Karel Appel #cobra'}}],0,1080,1080,20,20,664811793,
False,2396048204812508126,CFAeSXAj9ve,1599851225,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119181544_321788002602825_9013505026097593653_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=v9q_rYb0YtEAX8_5NSe&tp=1&oh=207e0dfdd35f7dc7aedd707bdeac14c3&oe=605C8225,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': '💙 #yveskleinblue #yvesklein'}}],0,1350,1080,26,26,664811793,
False,2395965896604958289,CFALknhFr5R,1599841414,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119075387_365220751147004_1997971105699019266_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Gmvn_hTYoFEAX8UnkZq&tp=1&oh=2da270213775a74b9968b3a3b641dd4b&oe=605CE2A1,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]","[{'node': {'text': '11-09-2020 📍 Helmut Newton a la GAM di Torino.\n""La moda è stato il mio primo desiderio, sin da ragazzo. E, ovviamente, volevo diventare un fotografo di Vogue."" (H.N.)\n\n#Turin #Torino #torinoèlamiacittà #scoperte #illusioni #bellezzeadogniangolo #art #ecclettico #fotografia #moda #arteContemporanea #colors #saturation #town #city #style #colori #emozioni #museo #venerdì #pomeriggioalmuseo #modernart #grandiFotografi\n#personaggifamosi #arte #weekend #exibition #photo #generazionedeinostripadri #ShotOnOnePlus'}}]",3,1080,1080,52,52,1408372,
False,2395921012427456960,CFABXd3ogHA,1599836063,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119126868_808281756598625_4009577566729660941_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=150w40Ud9U0AX8xMvLK&tp=1&oh=a1df6de6f38fa783559b1a294c4e3308&oe=605D0C5B,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Cavallo... #ilprimocavallodomato#francescogonin #cavallo #horse #domato #arte #realismo #1800 #gam#gamtorino #canvas #art#quadro #tela#mostra #galleryart #particolari #particular #dettagli'}}],0,1350,1080,13,13,4753932,
False,2395764866911810144,CE_d3QBo7Jg,1599817449,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119048676_3836289806398986_7676061593472187120_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_FYXtcLolcwAX8mqoev&tp=1&oh=884edb3d0ab69672d3c4dbc046e340d0&oe=605E93C1,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Newton... #newton #helmutnewton #photography #photographer #gam #gamtorino #torino #mostra #gallery #galleryart #museum #modernart #art #photographylovers #blackandwhite #blackandwhitephotography #vogue#moda #woman #womanpower #womanfashion #power #luxury #voguemagazine #megazine'}}],0,1350,1080,20,20,4753932,
False,2395649907949279175,CE_DuYJg5fH,1599803745,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/119230647_1947783132024457_8528649935964640019_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=101&_nc_ohc=5dST4He-CZ0AX9TGg7g&tp=1&oh=674a88adcff5103976cd8f97ce2db24d&oe=605F6111,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Antonio Canova\nSaffo\n•\n•\n•\n#sculpture #ancient #art #marble #greek #saffo #lesbian #museum #fineart #picoftheday #arte #artistic #artist #artforum #artwork #artoftheday #artoninstagram #mitología #mitology #antoniocanova #turin #gallery #museum #art #lesbo #master #travelersnotebook #portrait #lesbicas #sculptureart #sculptureoftheday\n\n@gamtorino'}}],3,600,480,30,30,39272564609,
False,2395288248082545878,CE9xfiJoLzW,1599760632,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118993328_3760861057276565_6194399925264164304_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=FpS-q1QayLYAX9CqkC2&tp=1&oh=9bfa50caa7d82790a3c5c0ce0f0c3c69&oe=605CDC56,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': '#helmutnewton'}}],0,1350,1080,87,87,1180229834,
False,2395279134563399255,CE9va6hjnZX,1599759545,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119053202_1225930297771556_9152986897847472177_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=cN2fdoESFt0AX_7CSlg&tp=1&oh=e45268b1d4d5a220bae2fae466c3567c&oe=605F53C9,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]","[{'node': {'text': 'sguardi, indiscreti 📷#helmutnewton #newton #photography #turin'}}]",6,1080,1080,25,25,234579504,
False,2394924617744758012,CE8e0BAg7T8,1599717283,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119048395_733089877541678_3222855919959568561_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=0ZCiBuuNEDkAX80KDTY&tp=1&oh=89610f0fff7348014efcce4497ac57e6&oe=605D4454,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': '#giuseppepenone #giuseppepenonesculpture'}}],0,1080,1080,56,56,32652251446,
False,2394267074719820531,CE6JTgWFqrz,1599638898,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/118931335_2474352842864253_847252913004371286_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=wU4xEMebPRgAX99K0Vn&tp=1&oh=079fd181e9bdb8aed005499f952af1eb&oe=605D983E,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': '#selfie2019#gam#torino#'}}],0,1080,1080,31,31,1117947988,
False,2393912512836930567,CE44r83AgwH,1599596631,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/118810740_352562025882058_5491687351984679379_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=110&_nc_ohc=3B7jYgW8eMcAX-i4eAr&tp=1&oh=2d48b4d9ac119ad950a7d1c3215a78b4&oe=60600BEC,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Helmut Newton ❤️'}}],0,1080,1080,1,1,40439844772,
False,2393722365534980695,CE4Nc8YnspX,1599573964,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118878614_357790318711447_5340853270764976193_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=LI_scsHeCL0AX9Dxubh&tp=1&oh=f307214a4aa7d2a5a55b768ae01335c9&oe=605D26EF,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Helmut Newton // Kamera'}}],3,1080,1080,35,35,510394349,
False,2393721369295443190,CE4NOckHdT2,1599573845,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118795162_205334114262272_3625075440047155243_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=xoZMfNzZnKoAX9n2sOh&tp=1&oh=7df038b661dc0b5ca4d95a59284220fe&oe=605FA944,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Helmut Newton // Kamera'}}],1,1080,1080,26,26,510394349,
False,2393682294579498126,CE4EV1ZjYyO,1599569187,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/119055038_784497152318043_2798000879239569199_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=103&_nc_ohc=1yFr4PEVOBsAX-zhflU&tp=1&oh=3b148b4662c661b1cee04d55425a1061&oe=605D2143,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]","[{'node': {'text': 'Arte Contemporanea\n\n(Gam, Torino, 2020)\n\n#artecontemporanea\n\n#gam\n\n#torino\n\n#cumuli\n\n#themysteriousd'}}]",0,1080,1080,6,6,6097462738,
False,2393151872679671933,CE2LvLgofh9,1599505956,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/119049022_340763830383260_7287198031200558272_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=WPEB3PZCmysAX-zTdMe&tp=1&oh=bd8df4961f10b0727ae0052787e6f9db&oe=605C9A39,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]","[{'node': {'text': ""Sento l'Abbandono spogliarsi del suo vestito a quadri. Con la coda dell'occhio lo vedo sgattaiolare in corridoio, nascondersi nell'angolo acuto tra la poltrona blu e la parete. Trema e i suoi seni danzano sul palcoscenico della brezza notturna. Il mare ulula fuori dalla finestra e Lui si trasforma nella madre dei miei incubi - che a toccarla, l'Assenza, nemmeno ci provo. Ho le mani di burro e il cuore che brucia.""}}]",0,1080,1080,38,38,285760843,
False,2393131946883481280,CE2HNOKoP7A,1599503580,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118942356_124458049095745_2218914782757014164_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=101&_nc_ohc=WIMDXKiaIfIAX-bRUGN&tp=1&oh=856eb88ea2477f36429eb9dad544d82d&oe=606037DE,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Instant Recreation! @gamtorino'}}],1,1080,1080,14,14,3520647580,
False,2392745574676875081,CE0vWxAgMdJ,1599457521,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118814160_4257591444315616_5461289126676856473_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=104&_nc_ohc=Bld7lN1pXDQAX_gQVrE&tp=1&oh=375d277946deb9a55fdd4774a8ae6f1c&oe=605E231C,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': '#gamtorino #michelangelopistoletto'}}],0,1080,1080,18,18,32652251446,
False,2392534563364161561,CEz_YJaKkgZ,1599432367,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118776834_342556726898337_4597646666495900567_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=8lhF0zV8h-UAX_BKpY3&tp=1&oh=d9257fe0a08f57cef10a50d331d2c0c3&oe=605FE376,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,5,5,3112087896,
False,2392355270791043902,CEzWnGMCJs-,1599410993,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118777420_4377425802328313_7701465043992132366_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=pg0Tco0OW6AAX_AOnUT&tp=1&oh=bfa6c0d3404e9ee472b6886497a89e01&oe=605E480F,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Appuntamento con l’arte💞\n#Sunday #RainyDay #GiovanniAnselmo #GAM #Turin #Alone #InLove'}}],0,1350,1080,48,48,523870078,
False,2392343773693660824,CEzT_yroM6Y,1599409623,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117967388_385092049554342_8108353576067694603_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=VaiMLn2LgHwAX-q8YOx&tp=1&oh=326fe0290746cca79f368e1f011d60b5&oe=605F7056,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]","[{'node': {'text': '📷 HELMUT NEWTON\n(o anche ""le domeniche in cui ci acculturiamo pur essendo bionde"" cit. @chiara.pitino)\n#gamtorino #photography #helmutnewton #sunday #sundayvibes'}}]",0,1050,1080,49,49,274624486,
False,2392338744629764701,CEzS2nAD6Jd,1599409023,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118780577_3170366789707987_4416438265143562363_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=kNhwM_JV-yYAX8mDtph&tp=1&oh=b90a3d7fb58ba80770bb1ccde37ffc2a&oe=605F351C,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,608,1080,8,8,3112087896,
False,2392325422187603707,CEzP0vgoOb7,1599407435,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/118887893_682766112587752_8952269415217724390_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=104&_nc_ohc=F2YLCQP91n4AX-3tVgh&tp=1&oh=513404d992a81f310885fd9bfbd5aba8&oe=605EEDA1,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,9,9,1929152248,
False,2392321402937027786,CEzO6QSoCzK,1599406956,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118713070_233704264727071_8031518383347708386_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=ujd0jkT9IyEAX_B4FOI&tp=1&oh=bedaf4aaa99e362d14da152d9030ce8d&oe=605FDB5B,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1080,1080,7,7,1929152248,
False,2392320449395780415,CEzOsYPI2s_,1599406842,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118881035_3430481933701159_6587739838266221806_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=IupLPBIsG80AX-dl0xG&tp=1&oh=b36b41de04e1de6a0c06c9724d5b34f1&oe=605FC661,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Marlene🖤'}}],1,1350,1080,14,14,1929152248,
False,2392318337051960636,CEzONo9oqU8,1599406591,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/118994819_979316242583848_655167303227098501_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=104&_nc_ohc=lUBUJnbi150AX8uEJqx&tp=1&oh=5c2bceac84ba3786805c288b8e4067d4&oe=605E35AB,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,12,12,1929152248,
False,2392309672240647700,CEzMPjOoo4U,1599405558,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/118781449_334125788001034_349234172087856454_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=110&_nc_ohc=RAM-r7Pado0AX_81aUe&tp=1&oh=4732d633f271b2ac4180645c333415f6&oe=605EC885,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,6,6,1929152248,
False,2392309522227091438,CEzMNXhIVfu,1599405540,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118787517_1404485033084453_751538413440469719_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=t1j4oopG-LkAX_FDx-D&tp=1&oh=37249d50e2394976506e97a634d8f2db&oe=605E6435,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,11,11,1929152248,
False,2392307834137215353,CEzL0zXIgF5,1599405339,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118818562_186624422984654_8370134447687006840_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=V-N2lZmSiGUAX-hqEiP&tp=1&oh=dc7a0090c20bb7a7a997b0d656f9279f&oe=605C993C,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1080,1080,7,7,1929152248,
False,2392304129333577380,CEzK-4_oMak,1599404897,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118849484_253149545821292_5610432348901670820_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=QhMR1AFasNoAX-HHqCd&tp=1&oh=122740891a5f4976080dc59ccc04210f&oe=60605BA2,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1350,1080,6,6,1929152248,
False,2392303494148204976,CEzK1pboSmw,1599404821,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118848422_963727357444633_6342272464752803745_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=101&_nc_ohc=eFUhDSWzOIYAX9ctn9n&tp=1&oh=21cb98549ae173b8201fb922a0359da6&oe=606062F7,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,810,1080,5,5,1929152248,
False,2392301613506218527,CEzKaR8ocof,1599404597,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118835358_171364307883084_6642449192870660121_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=100&_nc_ohc=9hmmMeo0t04AX8odE9x&tp=1&oh=8c758b30a8b6ef3354cf4893203a09c9&oe=605F2D40,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]","[{'node': {'text': ""#nonlasciomainienteameta'""}}]",0,810,1080,4,4,1929152248,
False,2392189195973932993,CEyw2Y9jbfB,1599391196,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118766168_326373295289508_3162883052248723285_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=100&_nc_ohc=wQYGcqzh36EAX9aRSpI&tp=1&oh=7b6b1031713860afce2cda7bdcd5a5dd&oe=605D5DD0,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1080,1080,29,29,401268892,
False,2392187520225115285,CEyweATI_yV,1599390996,https://scontent-hkg4-2.cdninstagram.com/v/t51.2885-15/e35/118846030_633076287641332_4983667200387590556_n.jpg?_nc_ht=scontent-hkg4-2.cdninstagram.com&_nc_cat=104&_nc_ohc=fJ40m9rEW8YAX_yPF0d&tp=1&oh=41fbd08b2815d253efbddb79a5bbd141&oe=605F1346,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1080,1080,16,16,5808139448,
False,2392186186042084669,CEywKlvoo09,1599390837,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118767350_3229549757152854_6425551590956912464_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=YcfF_oKUJYoAX8PpQTB&tp=1&oh=5b01273a690ed17f87c08e1f886cf6b2&oe=60605675,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[],0,1080,1080,17,17,5808139448,
False,2392185325429495652,CEyv-EPIJdk,1599390734,https://scontent-hkg4-1.cdninstagram.com/v/t51.2885-15/e35/118727028_1989099694565298_9118661518892473118_n.jpg?_nc_ht=scontent-hkg4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Gtrq87XgNTEAX_6NxAI&tp=1&oh=d45b8592fad8acf532f37b04620e5f9c&oe=606044DF,False,2068445810127772,GAM Torino,gam-torino,"[45.06489096959, 7.6691889233856]",[{'node': {'text': 'Helmut Newton'}}],0,1080,1080,8,8,5808139448,
